# StainedGlass Shader Profiler
# Configuration: Dynamic
# BoidCount: 500
# GPU: Apple M2
# CPU: Apple M2
# RAM_MB: 16384
# UnityVersion: 6000.3.8f1
# Recorded: 2026-04-27 15:58:47
Frame,GPU_ms,RenderThread_ms,BoidCount,Configuration,IsolationActive
561,2.296,0.000,500,Dynamic,0
562,2.297,0.000,500,Dynamic,0
563,2.180,0.000,500,Dynamic,0
564,2.121,0.000,500,Dynamic,0
565,2.134,0.000,500,Dynamic,0
566,2.196,0.000,500,Dynamic,0
567,2.210,0.000,500,Dynamic,0
568,2.221,0.000,500,Dynamic,0
569,2.051,0.000,500,Dynamic,0
570,2.006,0.000,500,Dynamic,0
571,2.155,0.000,500,Dynamic,0
572,2.192,0.000,500,Dynamic,0
573,2.212,0.000,500,Dynamic,0
574,2.232,0.000,500,Dynamic,0
575,2.213,0.000,500,Dynamic,0
576,2.179,0.000,500,Dynamic,0
577,2.495,0.000,500,Dynamic,0
578,2.396,0.000,500,Dynamic,0
579,2.364,0.000,500,Dynamic,0
580,2.341,0.000,500,Dynamic,0
581,2.329,0.000,500,Dynamic,0
582,2.273,0.000,500,Dynamic,0
583,2.305,0.000,500,Dynamic,0
584,2.300,0.000,500,Dynamic,0
585,2.300,0.000,500,Dynamic,0
586,2.297,0.000,500,Dynamic,0
587,2.278,0.000,500,Dynamic,0
588,2.280,0.000,500,Dynamic,0
589,2.344,0.000,500,Dynamic,0
590,2.337,0.000,500,Dynamic,0
591,2.333,0.000,500,Dynamic,0
592,2.328,0.000,500,Dynamic,0
593,2.304,0.000,500,Dynamic,0
594,2.296,0.000,500,Dynamic,0
595,2.568,0.000,500,Dynamic,0
596,2.543,0.000,500,Dynamic,0
597,2.491,0.000,500,Dynamic,0
598,2.457,0.000,500,Dynamic,0
599,2.432,0.000,500,Dynamic,0
600,2.417,0.000,500,Dynamic,0
601,2.316,0.000,500,Dynamic,0
602,2.819,0.000,500,Dynamic,0
603,2.537,0.000,500,Dynamic,0
604,2.390,0.000,500,Dynamic,0
605,2.304,0.000,500,Dynamic,0
606,2.276,0.000,500,Dynamic,0
607,2.311,0.000,500,Dynamic,0
608,2.302,0.000,500,Dynamic,0
609,1.964,0.000,500,Dynamic,0
610,1.963,0.000,500,Dynamic,0
611,1.961,0.000,500,Dynamic,0
612,1.982,0.000,500,Dynamic,0
613,2.090,0.000,500,Dynamic,0
614,2.098,0.000,500,Dynamic,0
615,2.076,0.000,500,Dynamic,0
616,2.060,0.000,500,Dynamic,0
617,1.959,0.000,500,Dynamic,0
618,2.001,0.000,500,Dynamic,0
619,2.168,0.000,500,Dynamic,0
620,2.137,0.000,500,Dynamic,0
621,2.100,0.000,500,Dynamic,0
622,2.077,0.000,500,Dynamic,0
623,2.060,0.000,500,Dynamic,0
624,2.046,0.000,500,Dynamic,0
625,2.512,0.000,500,Dynamic,0
626,2.340,0.000,500,Dynamic,0
627,2.209,0.000,500,Dynamic,0
628,2.139,0.000,500,Dynamic,0
629,2.102,0.000,500,Dynamic,0
630,2.076,0.000,500,Dynamic,0
631,2.072,0.000,500,Dynamic,0
632,2.127,0.000,500,Dynamic,0
633,1.937,0.000,500,Dynamic,0
634,1.943,0.000,500,Dynamic,0
635,1.939,0.000,500,Dynamic,0
636,1.942,0.000,500,Dynamic,0
637,1.946,0.000,500,Dynamic,0
638,2.034,0.000,500,Dynamic,0
639,2.026,0.000,500,Dynamic,0
640,2.015,0.000,500,Dynamic,0
641,1.956,0.000,500,Dynamic,0
642,1.949,0.000,500,Dynamic,0
643,1.954,0.000,500,Dynamic,0
644,2.089,0.000,500,Dynamic,0
645,2.113,0.000,500,Dynamic,0
646,2.085,0.000,500,Dynamic,0
647,2.065,0.000,500,Dynamic,0
648,2.049,0.000,500,Dynamic,0
649,1.939,0.000,500,Dynamic,0
650,2.228,0.000,500,Dynamic,0
651,2.236,0.000,500,Dynamic,0
652,2.202,0.000,500,Dynamic,0
653,2.161,0.000,500,Dynamic,0
654,2.125,0.000,500,Dynamic,0
655,2.097,0.000,500,Dynamic,0
656,2.149,0.000,500,Dynamic,0
657,2.280,0.000,500,Dynamic,0
658,2.275,0.000,500,Dynamic,0
659,2.159,0.000,500,Dynamic,0
660,2.106,0.000,500,Dynamic,0
661,2.075,0.000,500,Dynamic,0
662,2.147,0.000,500,Dynamic,0
663,2.166,0.000,500,Dynamic,0
664,2.183,0.000,500,Dynamic,0
665,2.227,0.000,500,Dynamic,0
666,2.082,0.000,500,Dynamic,0
667,2.035,0.000,500,Dynamic,0
668,2.152,0.000,500,Dynamic,0
669,2.174,0.000,500,Dynamic,0
670,2.195,0.000,500,Dynamic,0
671,2.208,0.000,500,Dynamic,0
672,2.193,0.000,500,Dynamic,0
673,1.968,0.000,500,Dynamic,0
674,2.227,0.000,500,Dynamic,0
675,2.242,0.000,500,Dynamic,0
676,2.255,0.000,500,Dynamic,0
677,2.265,0.000,500,Dynamic,0
678,2.270,0.000,500,Dynamic,0
679,2.241,0.000,500,Dynamic,0
680,2.270,0.000,500,Dynamic,0
681,2.305,0.000,500,Dynamic,0
682,2.299,0.000,500,Dynamic,0
683,2.299,0.000,500,Dynamic,0
684,2.298,0.000,500,Dynamic,0
685,2.298,0.000,500,Dynamic,0
686,2.360,0.000,500,Dynamic,0
687,2.386,0.000,500,Dynamic,0
688,2.375,0.000,500,Dynamic,0
689,2.300,0.000,500,Dynamic,0
690,2.304,0.000,500,Dynamic,0
691,2.303,0.000,500,Dynamic,0
692,2.477,0.000,500,Dynamic,0
693,2.546,0.000,500,Dynamic,0
694,2.524,0.000,500,Dynamic,0
695,2.488,0.000,500,Dynamic,0
696,2.463,0.000,500,Dynamic,0
697,2.297,0.000,500,Dynamic,0
698,2.487,0.000,500,Dynamic,0
699,2.663,0.000,500,Dynamic,0
