# StainedGlass Shader Profiler
# Configuration: Hybrid
# BoidCount: 500
# GPU: Apple M2
# CPU: Apple M2
# RAM_MB: 16384
# UnityVersion: 6000.3.8f1
# Recorded: 2026-04-27 15:50:04
Frame,GPU_ms,RenderThread_ms,BoidCount,Configuration,IsolationActive
402,2.538,0.000,500,Hybrid,0
403,2.796,0.000,500,Hybrid,0
404,2.715,0.000,500,Hybrid,0
405,2.649,0.000,500,Hybrid,0
406,2.596,0.000,500,Hybrid,0
407,2.738,0.000,500,Hybrid,0
408,2.734,0.000,500,Hybrid,0
409,2.416,0.000,500,Hybrid,0
410,2.341,0.000,500,Hybrid,0
411,2.373,0.000,500,Hybrid,0
412,2.529,0.000,500,Hybrid,0
413,2.562,0.000,500,Hybrid,0
414,2.594,0.000,500,Hybrid,0
415,2.539,0.000,500,Hybrid,0
416,2.587,0.000,500,Hybrid,0
417,2.333,0.000,500,Hybrid,0
418,2.638,0.000,500,Hybrid,0
419,2.721,0.000,500,Hybrid,0
420,3.258,0.000,500,Hybrid,0
421,3.316,0.000,500,Hybrid,0
422,3.223,0.000,500,Hybrid,0
423,3.212,0.000,500,Hybrid,0
424,3.203,0.000,500,Hybrid,0
425,5.515,0.000,500,Hybrid,0
426,5.226,0.000,500,Hybrid,0
427,4.572,0.000,500,Hybrid,0
428,4.230,0.000,500,Hybrid,0
429,3.930,0.000,500,Hybrid,0
430,4.176,0.000,500,Hybrid,0
431,4.077,0.000,500,Hybrid,0
432,4.135,0.000,500,Hybrid,0
433,3.973,0.000,500,Hybrid,0
434,3.462,0.000,500,Hybrid,0
435,3.500,0.000,500,Hybrid,0
436,3.708,0.000,500,Hybrid,0
437,3.788,0.000,500,Hybrid,0
438,3.869,0.000,500,Hybrid,0
439,3.784,0.000,500,Hybrid,0
440,3.941,0.000,500,Hybrid,0
441,4.129,0.000,500,Hybrid,0
442,4.342,0.000,500,Hybrid,0
443,4.466,0.000,500,Hybrid,0
444,4.438,0.000,500,Hybrid,0
445,4.534,0.000,500,Hybrid,0
446,4.452,0.000,500,Hybrid,0
447,4.467,0.000,500,Hybrid,0
448,4.446,0.000,500,Hybrid,0
449,3.636,0.000,500,Hybrid,0
450,4.407,0.000,500,Hybrid,0
451,4.174,0.000,500,Hybrid,0
452,4.235,0.000,500,Hybrid,0
453,4.163,0.000,500,Hybrid,0
454,4.105,0.000,500,Hybrid,0
455,4.208,0.000,500,Hybrid,0
456,4.246,0.000,500,Hybrid,0
457,4.715,0.000,500,Hybrid,0
458,4.410,0.000,500,Hybrid,0
